frame_number,objects,tracks
1,"['person:0.9893', 'person:0.9780', 'person:0.9769', 'person:0.9431', 'person:0.8101', 'person:0.7846', 'person:0.7635', 'handbag:0.6646', 'bicycle:0.6238', 'cell phone:0.5975', 'person:0.5387']","[(34, 527, 297), (35, 373, 197), (39, 333, 280), (40, 410, 199), (41, 83, 278), (44, 680, 202), (45, 236, 274), (49, 452, 205), (50, 440, 437), (51, 637, 258), (52, 210, 237)]"
1,"['person:0.9878', 'person:0.9661', 'person:0.9623', 'person:0.9076', 'handbag:0.8143', 'person:0.7819', 'person:0.7317']","[(34, 497, 290), (35, 372, 197), (39, 331, 296), (40, 405, 199), (45, 613, 200), (49, 447, 198), (52, 223, 238)]"
1,"['person:0.9876', 'person:0.9666', 'person:0.9625', 'person:0.9155', 'handbag:0.8162', 'person:0.7825', 'person:0.7350']","[(34, 498, 290), (35, 371, 197), (39, 330, 295), (40, 405, 200), (45, 613, 200), (49, 447, 198), (52, 223, 239)]"
1,"['person:0.9849', 'person:0.9772', 'person:0.9651', 'person:0.9031', 'person:0.9027', 'person:0.7634', 'person:0.7394', 'person:0.5385', 'person:0.5349', 'person:0.5057']","[(34, 461, 292), (35, 370, 196), (39, 333, 281), (40, 399, 203), (45, 552, 200), (49, 440, 198), (52, 226, 182), (53, 279, 278), (54, 46, 164), (55, 37, 259)]"
1,"['person:0.9826', 'person:0.9775', 'person:0.9593', 'person:0.9463', 'person:0.9406', 'person:0.9100', 'person:0.7371', 'backpack:0.6102', 'person:0.5815']","[(34, 448, 285), (35, 368, 195), (39, 335, 278), (40, 400, 203), (45, 90, 197), (49, 525, 165), (52, 228, 184), (53, 279, 277), (55, 66, 221)]"
1,"['person:0.9909', 'person:0.9672', 'person:0.9139', 'person:0.9082', 'person:0.8768', 'person:0.8620', 'person:0.7269', 'cell phone:0.6525', 'handbag:0.5912']","[(34, 343, 457), (35, 365, 197), (39, 339, 277), (40, 518, 253), (45, 87, 196), (49, 517, 180), (52, 226, 185), (53, 278, 279), (55, 40, 298)]"
1,"['person:0.9956', 'person:0.9613', 'person:0.9336', 'person:0.9311', 'person:0.8335', 'handbag:0.7616', 'person:0.7335', 'cell phone:0.6656', 'person:0.5046']","[(34, 329, 464), (35, 364, 184), (39, 342, 277), (40, 521, 250), (45, 257, 259), (49, 493, 161), (52, 226, 204), (53, 278, 281), (55, 42, 317)]"
1,"['person:0.9910', 'person:0.9868', 'person:0.9642', 'person:0.8129', 'handbag:0.5411']","[(40, 504, 250), (45, 67, 185), (52, 229, 213), (53, 284, 279), (55, 38, 316)]"
1,"['person:0.9893', 'person:0.9884', 'bicycle:0.7367', 'handbag:0.5544']","[(40, 453, 252), (45, 59, 179), (52, 230, 213), (53, 669, 254)]"
1,"['person:0.9921', 'person:0.9880', 'bicycle:0.7419', 'person:0.5734']","[(40, 453, 251), (45, 59, 168), (52, 229, 213), (53, 669, 253)]"
1,"['person:0.9941', 'person:0.9939', 'bicycle:0.9936', 'person:0.5540', 'person:0.5042']","[(40, 447, 252), (45, 62, 179), (52, 226, 213), (53, 653, 246), (56, 13, 181)]"
1,"['person:0.9995', 'bicycle:0.9877', 'person:0.9858', 'person:0.8654', 'person:0.8304']","[(40, 413, 254), (45, 580, 219), (52, 222, 208), (53, 651, 254), (56, 13, 183)]"
1,"['person:0.9995', 'person:0.9869', 'person:0.9841', 'person:0.9830', 'person:0.6698', 'person:0.5624', 'person:0.5059']","[(40, 401, 255), (45, 578, 215), (52, 208, 205), (53, 655, 201), (56, 11, 201), (57, 69, 178), (58, 542, 186)]"
1,"['person:0.9983', 'person:0.9876', 'person:0.9827', 'person:0.8956', 'person:0.8260', 'person:0.5869', 'person:0.5530']","[(40, 342, 252), (45, 574, 214), (52, 685, 203), (53, 655, 200), (56, 20, 220), (57, 71, 179), (58, 540, 187)]"
1,"['person:0.9970', 'person:0.9889', 'person:0.9830', 'person:0.8877', 'person:0.8293', 'person:0.5186', 'backpack:0.5105']","[(40, 300, 253), (45, 570, 215), (52, 588, 193), (53, 656, 199), (56, 21, 219), (57, 73, 181), (58, 535, 186)]"
1,"['person:0.9986', 'person:0.9862', 'person:0.9774', 'person:0.9625', 'person:0.8023', 'handbag:0.6707']","[(45, 559, 213), (52, 579, 188), (53, 658, 197), (56, 22, 222), (57, 77, 184), (58, 249, 251)]"
1,"['person:0.9999', 'person:0.9956', 'person:0.9905', 'person:0.9846', 'person:0.9759', 'person:0.7656', 'person:0.6369', 'backpack:0.5103']","[(45, 558, 214), (52, 584, 189), (53, 658, 198), (56, 23, 225), (57, 76, 165), (58, 234, 252), (59, 382, 219), (60, 426, 182)]"
1,"['person:0.9998', 'person:0.9982', 'person:0.9962', 'person:0.9916', 'backpack:0.5835', 'person:0.5091']","[(45, 556, 214), (52, 581, 190), (53, 658, 197), (58, 185, 248), (59, 356, 252), (60, 426, 184)]"
1,"['bicycle:0.9892', 'person:0.9873', 'person:0.9867', 'person:0.9714', 'backpack:0.7994', 'person:0.5232']","[(45, 552, 215), (52, 575, 190), (53, 655, 255), (58, 181, 246), (59, 334, 250), (60, 408, 257)]"
1,"['person:0.9967', 'bicycle:0.9919', 'person:0.9660', 'person:0.9502', 'backpack:0.7694', 'person:0.6857']","[(45, 550, 214), (52, 573, 194), (53, 655, 254), (58, 141, 246), (59, 317, 249), (60, 407, 255)]"
1,"['person:0.9972', 'person:0.9882', 'bicycle:0.9869', 'person:0.9589', 'person:0.9508', 'person:0.8455', 'backpack:0.7842']","[(45, 547, 206), (52, 570, 195), (53, 657, 252), (58, 132, 251), (59, 310, 259), (60, 411, 256), (61, 217, 214)]"
1,"['person:0.9972', 'person:0.9965', 'person:0.9910', 'person:0.9817', 'person:0.9715', 'person:0.8826', 'person:0.8369', 'backpack:0.7051', 'person:0.6138']","[(45, 546, 214), (52, 568, 196), (53, 635, 203), (58, 122, 251), (59, 297, 259), (60, 411, 260), (61, 208, 207), (62, 345, 165), (63, 680, 198)]"
1,"['person:0.9942', 'person:0.9918', 'person:0.9846', 'person:0.9795', 'person:0.9578', 'bicycle:0.9545', 'person:0.9303', 'person:0.9119', 'person:0.8287', 'handbag:0.7492', 'person:0.7061', 'handbag:0.5478']","[(45, 542, 208), (52, 559, 195), (53, 631, 202), (58, 82, 247), (59, 278, 276), (60, 413, 276), (61, 201, 205), (62, 338, 168), (63, 664, 259), (64, 110, 207), (65, 421, 275), (66, 381, 198)]"
1,"['person:0.9931', 'person:0.9916', 'person:0.9860', 'person:0.9853', 'bicycle:0.9596', 'person:0.9471', 'person:0.9279', 'person:0.9212', 'person:0.8687', 'handbag:0.7670', 'person:0.6422', 'handbag:0.5500']","[(45, 543, 208), (52, 559, 195), (53, 632, 201), (58, 80, 247), (59, 277, 276), (60, 413, 275), (61, 200, 206), (62, 338, 168), (63, 664, 259), (64, 110, 207), (65, 420, 275), (66, 381, 198)]"
1,"['person:0.9947', 'person:0.9913', 'person:0.9802', 'person:0.9773', 'person:0.9763', 'person:0.9729', 'person:0.9726', 'person:0.9366', 'person:0.8874', 'bicycle:0.8070', 'person:0.5647', 'backpack:0.5050']","[(45, 542, 212), (52, 556, 195), (53, 632, 203), (58, 70, 254), (59, 257, 260), (60, 337, 280), (61, 198, 205), (62, 333, 167), (63, 664, 260), (64, 110, 207), (65, 435, 272), (66, 381, 199)]"
1,"['person:0.9968', 'person:0.9960', 'person:0.9935', 'person:0.9833', 'person:0.9397', 'person:0.9264', 'person:0.8952', 'person:0.6518', 'person:0.6224', 'person:0.6126', 'backpack:0.5673', 'person:0.5534', 'bicycle:0.5272']","[(45, 535, 208), (52, 554, 194), (53, 629, 203), (58, 38, 161), (59, 232, 258), (60, 332, 277), (61, 196, 180), (62, 329, 177), (63, 663, 262), (64, 110, 208), (65, 440, 263), (66, 378, 203), (67, 409, 183)]"
1,"['person:0.9982', 'person:0.9976', 'person:0.9955', 'person:0.9859', 'person:0.9682', 'person:0.8793', 'person:0.8403', 'person:0.7052', 'person:0.7042', 'handbag:0.6171', 'suitcase:0.5916']","[(45, 533, 207), (52, 548, 195), (53, 625, 205), (59, 220, 254), (60, 332, 295), (62, 324, 183), (63, 412, 334), (64, 112, 208), (65, 446, 263), (66, 373, 206), (67, 411, 198)]"
1,"['person:0.9994', 'person:0.9934', 'person:0.9875', 'suitcase:0.9566', 'person:0.9527', 'person:0.9477', 'person:0.9250', 'person:0.8978', 'person:0.8698', 'person:0.8512', 'person:0.8401', 'handbag:0.5840', 'person:0.5804']","[(45, 530, 213), (52, 547, 195), (53, 622, 203), (59, 204, 248), (60, 329, 278), (62, 329, 178), (63, 415, 333), (64, 116, 206), (65, 460, 258), (66, 372, 202), (67, 412, 197), (68, 656, 295), (69, 43, 204)]"
1,"['person:0.9945', 'person:0.9874', 'person:0.9743', 'person:0.9578', 'person:0.9330', 'person:0.9319', 'person:0.8947', 'person:0.8455', 'handbag:0.7632', 'person:0.7414', 'person:0.6965', 'person:0.6630', 'suitcase:0.5932', 'suitcase:0.5591']","[(45, 522, 213), (52, 546, 195), (53, 614, 200), (59, 178, 248), (60, 329, 277), (62, 311, 184), (63, 415, 332), (64, 117, 183), (65, 469, 255), (66, 371, 202), (67, 411, 196), (68, 654, 279), (69, 146, 454), (70, 584, 223)]"
1,"['person:0.9944', 'person:0.9875', 'person:0.9796', 'person:0.9640', 'person:0.9324', 'person:0.9274', 'person:0.9036', 'person:0.8771', 'handbag:0.7622', 'person:0.7542', 'person:0.7255', 'person:0.7013', 'suitcase:0.5547', 'suitcase:0.5476']","[(45, 522, 214), (52, 545, 195), (53, 614, 201), (59, 178, 247), (60, 329, 276), (62, 310, 184), (63, 416, 332), (64, 118, 183), (65, 470, 255), (66, 371, 201), (67, 411, 195), (68, 654, 278), (69, 145, 455), (70, 584, 223)]"
1,"['person:0.9794', 'person:0.9760', 'person:0.9742', 'person:0.9672', 'person:0.9411', 'person:0.9393', 'person:0.8607', 'person:0.8349', 'person:0.8055', 'person:0.7128', 'suitcase:0.6456', 'suitcase:0.6276', 'handbag:0.6199', 'handbag:0.6142']","[(45, 489, 256), (52, 545, 195), (53, 612, 201), (59, 169, 242), (60, 328, 276), (62, 317, 177), (63, 417, 331), (64, 118, 180), (65, 471, 258), (66, 369, 201), (67, 411, 195), (68, 654, 279), (69, 130, 456), (70, 585, 224)]"
1,"['person:0.9986', 'person:0.9909', 'person:0.9726', 'person:0.9589', 'person:0.9574', 'person:0.9149', 'person:0.9050', 'person:0.9035', 'person:0.8683', 'person:0.6707', 'handbag:0.6502', 'handbag:0.5864']","[(45, 490, 256), (52, 543, 194), (53, 611, 202), (59, 151, 242), (60, 328, 277), (62, 316, 177), (65, 58, 204), (66, 368, 201), (67, 409, 199), (68, 655, 280), (69, 115, 454), (70, 587, 225)]"
1,"['person:0.9976', 'person:0.9693', 'person:0.9667', 'person:0.9618', 'person:0.9524', 'person:0.9503', 'person:0.9325', 'person:0.8693', 'suitcase:0.8451', 'person:0.7866', 'person:0.7299', 'person:0.7255']","[(45, 502, 251), (52, 544, 187), (53, 609, 199), (59, 139, 246), (60, 328, 279), (62, 311, 169), (65, 60, 216), (66, 368, 202), (67, 409, 199), (68, 654, 279), (69, 102, 452), (70, 203, 216)]"
1,"['person:0.9963', 'person:0.9953', 'person:0.9778', 'person:0.9735', 'person:0.9611', 'person:0.9398', 'person:0.9123', 'person:0.8261', 'person:0.7670']","[(45, 523, 260), (59, 114, 259), (60, 328, 280), (62, 307, 166), (65, 59, 204), (66, 367, 201), (67, 408, 201), (68, 639, 274), (70, 191, 206)]"
1,"['person:0.9965', 'person:0.9953', 'person:0.9774', 'person:0.9750', 'person:0.9617', 'person:0.9366', 'person:0.9064', 'person:0.8504', 'person:0.7701']","[(45, 523, 260), (59, 114, 260), (60, 327, 280), (62, 306, 166), (65, 58, 204), (66, 367, 202), (67, 408, 201), (68, 638, 274), (70, 191, 206)]"
1,"['person:0.9982', 'person:0.9960', 'person:0.9908', 'person:0.9814', 'person:0.9771', 'person:0.9326', 'person:0.9041', 'person:0.6748']","[(45, 525, 260), (59, 94, 256), (60, 327, 281), (62, 306, 166), (66, 366, 202), (67, 408, 204), (68, 635, 272), (70, 185, 207)]"
1,"['person:0.9959', 'person:0.9938', 'person:0.9895', 'person:0.9816', 'person:0.9676', 'person:0.9272', 'person:0.9191', 'person:0.7363', 'person:0.5693']","[(45, 522, 261), (59, 89, 262), (60, 327, 280), (62, 305, 165), (66, 365, 202), (67, 409, 203), (68, 632, 274), (70, 182, 208), (71, 151, 216)]"
1,"['person:0.9923', 'person:0.9889', 'person:0.9871', 'person:0.9797', 'person:0.9446', 'person:0.9052', 'person:0.8879', 'person:0.8674', 'person:0.8421', 'person:0.6091']","[(45, 525, 273), (59, 92, 272), (60, 328, 279), (62, 304, 164), (66, 365, 202), (67, 398, 205), (68, 626, 276), (70, 184, 208), (71, 147, 214), (72, 491, 200)]"
1,"['person:0.9822', 'person:0.9811', 'person:0.9784', 'person:0.9780', 'person:0.9757', 'person:0.9441', 'person:0.9236', 'person:0.8948', 'person:0.7738', 'person:0.7431']","[(45, 527, 275), (59, 92, 272), (60, 328, 277), (62, 303, 163), (66, 364, 203), (67, 397, 206), (68, 620, 258), (70, 183, 213), (71, 147, 208), (72, 493, 200)]"
1,"['person:0.9819', 'person:0.9811', 'person:0.9780', 'person:0.9762', 'person:0.9761', 'person:0.9476', 'person:0.9379', 'person:0.9102', 'person:0.8163', 'person:0.7055']","[(45, 527, 274), (59, 91, 272), (60, 328, 277), (62, 303, 163), (66, 364, 202), (67, 398, 206), (68, 619, 259), (70, 183, 213), (71, 147, 208), (72, 492, 200)]"
1,"['person:0.9988', 'person:0.9949', 'person:0.9874', 'person:0.9807', 'person:0.9423', 'person:0.9041', 'person:0.9001', 'person:0.8962', 'person:0.8317', 'person:0.7417', 'person:0.5827', 'handbag:0.5170']","[(45, 555, 258), (59, 75, 275), (60, 328, 277), (62, 301, 165), (66, 362, 203), (67, 396, 207), (68, 650, 203), (70, 182, 213), (71, 148, 204), (72, 492, 203), (73, 95, 215), (74, 652, 335)]"
1,"['person:0.9965', 'person:0.9895', 'person:0.9860', 'person:0.9796', 'person:0.9775', 'person:0.9394', 'person:0.8861', 'person:0.8311', 'person:0.7767', 'person:0.5910']","[(45, 551, 274), (60, 328, 277), (62, 300, 165), (66, 361, 203), (67, 394, 207), (70, 176, 213), (71, 43, 260), (72, 491, 204), (73, 95, 215), (74, 651, 317)]"
1,"['person:0.9984', 'person:0.9925', 'person:0.9863', 'person:0.9846', 'person:0.9790', 'person:0.9421', 'person:0.9107', 'person:0.8876', 'person:0.8804', 'person:0.7751', 'person:0.6966']","[(45, 547, 260), (60, 329, 277), (62, 301, 165), (66, 358, 202), (67, 394, 205), (70, 171, 213), (71, 40, 259), (72, 489, 203), (73, 95, 207), (74, 638, 324), (75, 639, 202)]"
1,"['person:0.9992', 'person:0.9965', 'person:0.9892', 'person:0.9879', 'person:0.9734', 'person:0.9679', 'person:0.9173', 'person:0.8871', 'person:0.7899', 'person:0.7675', 'person:0.7628', 'person:0.6088']","[(45, 525, 281), (60, 329, 277), (62, 300, 165), (66, 358, 201), (67, 392, 203), (70, 172, 213), (71, 20, 258), (72, 488, 199), (73, 97, 206), (74, 637, 281), (75, 636, 200), (76, 597, 182)]"
1,"['person:0.9984', 'person:0.9946', 'person:0.9941', 'person:0.9905', 'person:0.9878', 'person:0.9546', 'person:0.6616', 'person:0.5683', 'person:0.5288']","[(45, 515, 276), (60, 329, 275), (62, 291, 165), (66, 354, 183), (67, 388, 203), (70, 171, 208), (72, 477, 199), (73, 103, 206), (74, 627, 275)]"
1,"['person:0.9983', 'person:0.9950', 'person:0.9931', 'person:0.9905', 'person:0.9860', 'person:0.9565', 'person:0.7291', 'person:0.5792', 'person:0.5078']","[(45, 514, 276), (60, 329, 276), (62, 291, 166), (66, 354, 183), (67, 388, 203), (70, 171, 208), (72, 477, 199), (73, 103, 206), (74, 627, 276)]"
1,"['person:0.9960', 'person:0.9959', 'person:0.9958', 'person:0.9955', 'person:0.9860', 'person:0.9544', 'person:0.7826', 'person:0.6660']","[(45, 509, 273), (60, 329, 276), (62, 291, 164), (66, 354, 183), (67, 387, 203), (70, 171, 208), (73, 110, 207), (74, 618, 273)]"
1,"['person:0.9988', 'person:0.9937', 'person:0.9897', 'person:0.9886', 'person:0.9788', 'person:0.9748', 'person:0.8281', 'person:0.7831', 'person:0.7708', 'suitcase:0.5744', 'person:0.5248']","[(45, 497, 263), (60, 328, 275), (62, 288, 184), (66, 353, 182), (67, 386, 200), (70, 171, 207), (73, 113, 214), (74, 613, 274), (77, 575, 197), (78, 232, 377), (79, 545, 185)]"
1,"['person:0.9987', 'person:0.9939', 'person:0.9902', 'person:0.9878', 'person:0.9780', 'person:0.9749', 'person:0.8183', 'person:0.7970', 'person:0.7841', 'suitcase:0.5313', 'person:0.5141']","[(45, 498, 263), (60, 329, 275), (62, 288, 184), (66, 353, 182), (67, 386, 201), (70, 171, 206), (73, 113, 214), (74, 613, 275), (77, 574, 196), (78, 232, 377), (79, 545, 186)]"
1,"['person:0.9982', 'person:0.9876', 'person:0.9869', 'person:0.9786', 'person:0.9761', 'person:0.9553', 'person:0.8821', 'person:0.7203', 'person:0.7174', 'person:0.5633', 'suitcase:0.5440']","[(45, 488, 263), (60, 328, 276), (62, 287, 184), (66, 354, 183), (67, 387, 200), (70, 178, 207), (73, 118, 215), (74, 610, 276), (77, 571, 184), (78, 232, 377), (79, 541, 184)]"
1,"['person:0.9975', 'person:0.9929', 'person:0.9813', 'person:0.9812', 'person:0.9810', 'person:0.9563', 'person:0.9216', 'person:0.7790', 'person:0.7060']","[(45, 471, 261), (60, 328, 275), (62, 286, 185), (66, 353, 181), (67, 386, 201), (70, 179, 207), (73, 121, 214), (74, 605, 277), (79, 541, 184)]"
1,"['person:0.9971', 'person:0.9945', 'person:0.9925', 'person:0.9867', 'person:0.9726', 'person:0.9645', 'person:0.9457', 'person:0.7940', 'person:0.6653', 'suitcase:0.5083']","[(45, 460, 262), (60, 328, 276), (62, 286, 185), (66, 353, 183), (67, 387, 200), (70, 183, 206), (73, 127, 213), (74, 603, 275), (79, 542, 181), (80, 233, 376)]"
1,"['person:0.9973', 'person:0.9875', 'person:0.9789', 'person:0.9668', 'person:0.9277', 'person:0.9204', 'person:0.7893', 'person:0.7804', 'person:0.6376']","[(45, 438, 262), (60, 328, 279), (62, 282, 186), (66, 345, 179), (67, 383, 197), (70, 195, 214), (73, 130, 214), (74, 576, 265), (79, 650, 184)]"
1,"['person:0.9970', 'person:0.9855', 'person:0.9759', 'person:0.9732', 'person:0.9350', 'person:0.9109', 'person:0.7795', 'person:0.7777', 'person:0.6076']","[(45, 438, 261), (60, 328, 279), (62, 282, 186), (66, 345, 179), (67, 383, 198), (70, 195, 214), (73, 129, 214), (74, 577, 266), (79, 650, 183)]"
1,"['person:0.9973', 'person:0.9914', 'person:0.9893', 'person:0.9810', 'person:0.9773', 'person:0.8759', 'person:0.8677', 'person:0.7958', 'person:0.6467']","[(45, 403, 277), (60, 327, 277), (62, 280, 184), (66, 344, 179), (67, 380, 179), (70, 197, 215), (73, 130, 214), (74, 560, 273), (79, 659, 259)]"
1,"['person:0.9980', 'person:0.9974', 'person:0.9946', 'person:0.9867', 'person:0.9652', 'person:0.8912', 'person:0.8601', 'person:0.8028', 'chair:0.5523']","[(45, 390, 284), (60, 315, 277), (62, 279, 184), (66, 344, 178), (67, 610, 138), (70, 200, 213), (73, 136, 213), (74, 556, 267), (79, 658, 257)]"
1,"['person:0.9977', 'person:0.9966', 'person:0.9946', 'person:0.9845', 'person:0.9665', 'person:0.9129', 'person:0.8296', 'person:0.7825']","[(45, 391, 280), (62, 279, 185), (66, 344, 178), (67, 610, 138), (70, 201, 213), (73, 137, 213), (74, 557, 266), (79, 658, 257)]"
1,"['person:0.9987', 'person:0.9977', 'person:0.9802', 'person:0.9685', 'person:0.9575', 'person:0.9446', 'person:0.9050', 'person:0.8495', 'person:0.6675']","[(45, 356, 277), (62, 277, 185), (66, 342, 162), (67, 610, 183), (70, 200, 213), (73, 142, 213), (74, 524, 265), (79, 657, 240), (81, 450, 203)]"
1,"['person:0.9987', 'person:0.9966', 'person:0.9959', 'person:0.9700', 'person:0.9566', 'person:0.9452', 'person:0.9383', 'person:0.8812']","[(45, 345, 274), (62, 274, 184), (67, 606, 201), (70, 202, 209), (73, 146, 214), (74, 516, 263), (79, 658, 240), (81, 445, 203)]"
1,"['person:0.9980', 'person:0.9980', 'person:0.9927', 'person:0.9917', 'person:0.9596', 'person:0.9478', 'person:0.9121', 'person:0.8411', 'person:0.7167']","[(45, 345, 274), (62, 274, 183), (67, 602, 202), (70, 207, 208), (73, 150, 213), (74, 507, 259), (79, 660, 240), (81, 441, 200), (82, 558, 158)]"
1,"['person:0.9989', 'person:0.9964', 'person:0.9918', 'person:0.9882', 'person:0.9743', 'person:0.9588', 'person:0.8398', 'person:0.8353']","[(45, 339, 263), (62, 273, 184), (67, 600, 206), (70, 209, 208), (73, 149, 207), (74, 496, 264), (79, 662, 239), (82, 553, 163)]"
1,"['person:0.9977', 'person:0.9968', 'person:0.9925', 'person:0.9918', 'person:0.9717', 'person:0.9685', 'person:0.9534', 'person:0.9006', 'person:0.8530', 'handbag:0.7996']","[(45, 333, 261), (62, 274, 182), (67, 599, 207), (70, 218, 208), (73, 150, 207), (74, 467, 265), (79, 664, 238), (82, 550, 196), (83, 384, 182), (84, 622, 179)]"
1,"['person:0.9967', 'person:0.9899', 'person:0.9795', 'person:0.9756', 'person:0.9750', 'person:0.9732', 'person:0.9510', 'person:0.8916', 'person:0.8479', 'handbag:0.6151']","[(45, 317, 261), (62, 273, 184), (67, 595, 204), (70, 221, 208), (73, 148, 205), (74, 452, 265), (79, 666, 240), (82, 548, 196), (83, 381, 183), (84, 620, 178)]"
1,"['person:0.9971', 'person:0.9880', 'person:0.9798', 'person:0.9772', 'person:0.9768', 'person:0.9747', 'person:0.9405', 'person:0.8863', 'person:0.8553', 'handbag:0.6082']","[(45, 317, 261), (62, 272, 184), (67, 595, 205), (70, 221, 208), (73, 147, 205), (74, 453, 265), (79, 666, 240), (82, 548, 196), (83, 380, 183), (84, 620, 178)]"
1,"['person:0.9982', 'person:0.9923', 'person:0.9862', 'person:0.9850', 'person:0.9782', 'person:0.9459', 'person:0.9249', 'person:0.9150', 'person:0.7456', 'person:0.6776', 'handbag:0.5484']","[(45, 312, 261), (62, 262, 184), (67, 588, 205), (70, 224, 207), (73, 128, 202), (74, 453, 271), (79, 667, 241), (82, 540, 199), (83, 367, 180), (84, 616, 177), (85, 170, 214)]"
